Tweet Date,Tweet ID,Tweet Text,tweet_source,tweet_retweet_count,tweet_favorite_count
2020/9/2,1301078318670848000,https://t.co/bgQGfpzdoV,Twitter for iPhone,1432,10884
2020/9/1,1300799889572589569,#FinancialSectorCleanUp https://t.co/cPzDgYPBtt,Twitter for iPhone,466,3945
2020/9/1,1300720516542746625,"We have cleaned the financial sector mess we inherited, and have, with the active co-operation of the Bank of Ghana... https://t.co/CgM60OiKLH",Hootsuite Inc.,367,2303
2020/9/1,1300689965865742337,"We have cleaned the financial sector mess we inherited, and have, with the active co-operation of the Bank of Ghana... https://t.co/q0KnfRTtw1",Hootsuite Inc.,876,4422
2020/9/1,1300674795831521280,"#97DaysToVote
#4MoreToDoMoreForYou https://t.co/lLHjBlOZsL",Hootsuite Inc.,263,2497
2020/9/1,1300613030649176065,"We have cleaned the financial sector mess we inherited, and have, with the active co-operation of the Bank of Ghana... https://t.co/O81ujoHPad",Hootsuite Inc.,938,9601
2020/8/30,1300125119478628353,"#99DaysToVote
#4MoreToDoMoreForYou https://t.co/1YXKh8CKzQ",Twitter for iPhone,452,4771
2020/8/30,1299995141734891520,https://t.co/d2Zbe1vfXu,Twitter for iPhone,1058,10170
2020/8/29,1299678180417167360,"#100DaysToVote
#4MoreToDoMoreForYou https://t.co/iCm8kkDoeE",Twitter for iPhone,543,5230
2020/8/27,1299064767844319232,#LeadershipOfService https://t.co/3Dto1DpZa2,Hootsuite Inc.,274,2026
2020/8/27,1299037879583363072,#LeadershipOfService https://t.co/HWa3h7Yaja,Hootsuite Inc.,498,3348
2020/8/27,1299001541173612544,#LeadershipOfService https://t.co/FekKflSRzc,Hootsuite Inc.,402,2406
2020/8/26,1298650340670287873,#LeadershipOfService #NPPInfrastructureRecord https://t.co/b1LqwEpdqT,Twitter for iPhone,1739,11638
2020/8/26,1298608163416088577,#LeadershipOfService https://t.co/MfMVAzuXLs,Twitter for iPhone,3389,19978
2020/8/25,1298344583777202177,"On Tuesday, 25th August 2020, I paid separate visits to the Bank of Ghana and the Ghana Stock Exchange. https://t.co/pxfyWTE0MI",Twitter for iPhone,477,4997
2020/8/23,1297590265713168385,"#LeadershipOfService
#ProtectingOurProgress
#TransformingGhanaForAll https://t.co/xTR87o4IQ1",Hootsuite Inc.,375,2764
2020/8/22,1297190413477052418,Excerpts of my speech at the launch of the 2020 NPP Manifesto ... 30 - 33. #LeadershipOfService... https://t.co/r94wCLHKf9,Twitter for iPhone,132,790
2020/8/22,1297190403649818630,Excerpts of my speech at the launch of the 2020 NPP Manifesto ... 26 - 29. #LeadershipOfService... https://t.co/WJf8Witzpp,Twitter for iPhone,126,723
2020/8/22,1297190386939695109,Excerpts of my speech at the launch of the 2020 NPP Manifesto ... 21 - 25. #LeadershipOfService... https://t.co/4XHAo2tGjX,Twitter for iPhone,79,305
2020/8/22,1297190369940078592,Excerpts of my speech at the launch of the 2020 NPP Manifesto ... 17 - 20. #LeadershipOfService... https://t.co/WnR7CLHEWp,Twitter for iPhone,45,108
2020/8/22,1297190354211536897,Excerpts of my speech at the launch of the 2020 NPP Manifesto ... 13 - 16. #LeadershipOfService... https://t.co/d1DFEZnqoD,Twitter for iPhone,49,110
2020/8/22,1297190344149393408,Excerpts of my speech at the launch of the 2020 NPP Manifesto ... 9 - 12. #LeadershipOfService... https://t.co/PQHqfWWxj7,Twitter for iPhone,46,119
2020/8/22,1297190332690501632,Excerpts of my speech at the launch of the 2020 NPP Manifesto ... 5 - 8. #LeadershipOfService... https://t.co/9nNzFatKtt,Twitter for iPhone,61,169
2020/8/22,1297190321089118211,Excerpts of my speech at the launch of the 2020 NPP Manifesto ... 1 - 4. #LeadershipOfService... https://t.co/aczsaLSBbw,Twitter for iPhone,674,4504
2020/8/22,1297170996558954497,"#LeadershipOfService
#ProtectingOurProgress
#TransformingGhanaForAll https://t.co/2FhYILqW3a",Twitter for iPhone,313,2603
2020/8/22,1297168862790680577,"RT @NPP_GH: ""We have achieved 80% of all our achievements and we have performed much, much better."" - @MBawumia #LeadershipOfService",Twitter for iPhone,134,0
2020/8/21,1296858290614415360,"RT @NPP_GH: #MajorityCaucus 
#NPPManifestoLaunch
#NPPInfrastructureRecord https://t.co/N1I4SqWxjO",TweetDeck,99,0
2020/8/21,1296847545507946498,"RT @kaessuman: #NPPChats
#NPPManifestoLaunch https://t.co/KmJqr2cICy",TweetDeck,89,0
2020/8/21,1296809732875923456,"RT @NPP_GH: #NPPManifestoLaunch
#4MoreToDoMoreForYou https://t.co/2T3ml1cXNh",TweetDeck,95,0
2020/8/21,1296809330805702658,"RT @NPP_GH: #NPPManifestoLaunch
#4MoreToDoMoreForYou https://t.co/i17X2RQlsh",TweetDeck,82,0
2020/8/21,1296718095873118208,#1D1F #TrustAkufoAddo #4MoreToDoMoreForYou https://t.co/VniEhhVOSK,Twitter for iPhone,704,5608
2020/8/21,1296706251313893376,#1D1F #TrustAkufoAddo #4MoreToDoMoreForYou https://t.co/9OEQlNgTz6,Twitter for iPhone,650,4692
2020/8/20,1296499985975042049,Happy Birthday @SBawumia https://t.co/z9VI7z5djn,Twitter for iPhone,1007,12220
2020/8/19,1296117899099283458,#AfCFTAinGhana https://t.co/qZRvIbhifc,Twitter for iPhone,356,2676
2020/8/19,1296065309862957056,I told Ghanaians that this is the #YearOfRoads. Ghanaians can testify to this. We are not doing 'green book' propag... https://t.co/XWFoccx1CD,Twitter for iPhone,1412,9713
2020/8/19,1296064632516476929,"I am someone who promises and delivers, and that is something I want Ghanaians to know, so they can trust me. #TrustAkufoAddo",Twitter for iPhone,1970,17227
2020/8/19,1296033780004683776, #4MoreToDoMoreForYou https://t.co/7nX9nneMTa,Twitter for iPhone,1010,5460
2020/8/19,1295979018060271617,#NPPManifestoLaunch https://t.co/CV6aewipfg,Buffer,531,2900
2020/8/18,1295808702465937409,#NPPInfrastructureRecord https://t.co/djkquza5G8,Twitter for iPhone,509,4451
2020/8/18,1295782859584737288,"#BawumiaSpeaks
#NPPInfrastructureRecord https://t.co/M1rHDzc1Ks",Hootsuite Inc.,118,1069
2020/8/18,1295781274649600000,"#BawumiaSpeaks
#NPPInfrastructureRecord https://t.co/1Ypt8oDAEJ",Hootsuite Inc.,89,826
2020/8/18,1295775199997169667,"#BawumiaSpeaks
#NPPInfrastructureRecord https://t.co/0KgWusOgsy",Hootsuite Inc.,96,800
2020/8/18,1295767821566255113,"#BawumiaSpeaks
#NPPInfrastructureRecord https://t.co/PdtvHCJns3",Hootsuite Inc.,131,1354
2020/8/18,1295737590365200385,"#BawumiaSpeaks
#NPPInfrastructureRecord https://t.co/zxZulWEAHB",Hootsuite Inc.,164,1714
2020/8/18,1295692137045151745,"#BawumiaSpeaks
#NPPInfrastructureRecord https://t.co/acytugLVr7",Hootsuite Inc.,245,2141
2020/8/18,1295601374403665927,"#BawumiaSpeaks
#NPPInfrastructureRecord https://t.co/nhPvNwdliT",Hootsuite Inc.,335,2702
2020/8/17,1295402331375308805,... it will provide the vehicle for us to trade among ourselves in a more modern and sophisticated manner; it will of... https://t.co/ZGetvKhhaa,TweetDeck,373,2691
2020/8/17,1295402135794876418,"Covering a market of 1.2bn people, with a combined GDP of $3 trillion, across the 54 Member States of the AU that h... https://t.co/5UEXAndssR",TweetDeck,552,4263
2020/8/17,1295401755077939206,"We are now the world's largest free trade area since the formation of the World Trade Organisation, and we must mak... https://t.co/y1MUw05tRi",TweetDeck,1164,7650
2020/8/17,1295401138351747074,"The disruption of global supply chains has reinforced the necessity for closer integration amongst us, so that we c... https://t.co/jccdfKul1b",TweetDeck,272,1484
2020/8/17,1295400993052602368,The pandemic has heightened the importance of the success of the #AfCFTA.,TweetDeck,297,2652
2020/8/17,1295400512007831554,A large part of the growth and prosperity that we seek on the continent will come from us trading more among oursel... https://t.co/GoZnOsY3Wl,TweetDeck,419,2708
2020/8/16,1295098110369239040,"It is my conviction that, in times of crises, it is the duty of a responsible and sensitive Government to protect t... https://t.co/VVGXO9pWf7",Twitter for iPhone,770,7579
2020/8/16,1294992589922414594,"RT @NPP_GH: #BawumiaSpeaksOnTuesday
#NPPInfrastructureRecord https://t.co/Xo6MO3FOxX",Twitter for iPhone,170,0
2020/8/16,1294945039626510336,"Update No. 15: Measures taken to combat spread of Coronavirus.

#COVID19
#SpreadCalmNotFear https://t.co/p4K7RavEqw",Twitter for iPhone,1088,8477
2020/8/13,1293789602931769346,"#4MoreForNana
#4MoreToDoMoreForYou https://t.co/2CXQPyMxVO",ContentStudio.io,822,7107
2020/8/12,1293634792492335105,"RT @chidirichard1: #NPPChats @NAkufoAddo with the free shs alone, I will vote for you. You've put smile on some people face who thought the...",Twitter for iPhone,65,0
2020/8/12,1293633215719190531,"Interesting conversation happening on Twitter right now between @NPP_GH, @kaessuman and @theHCampaign. #NPPChats",Twitter for iPhone,511,5376
2020/8/12,1293632110834704384,"RT @step625: #NPPChats Our President @NAkufoAddo has been faithful to we Ghanaians by fulfilling 87% of his promises!

#4MoreToDoMoreForYou",Twitter for iPhone,59,0
2020/8/11,1293218530364731392,"RT @AsemWORLD: I'm not a politician nor do I endorse any political party, but I care about the well being of that town and I can confidentl...",Twitter for iPhone,381,0
2020/8/11,1293094001021771776,#4MoreToDoMoreForYou https://t.co/20uv20t0e5,Twitter for iPhone,1039,8916
2020/8/6,1291261607302094848,"#RegisterToVote2020
#4MoreToDoMoreForYou https://t.co/prBoOalkT7",Twitter for iPhone,484,4915
2020/8/5,1290997542449184770,"RT @NPP_GH: #RegisterToVote2020
#4MoreToDoMoreForYou https://t.co/2AOT8RbcL4",Twitter for iPhone,94,0
2020/8/5,1290997522060771328,"RT @NPP_GH: #RegisterToVote2020
#4MoreToDoMoreForYou https://t.co/5uFY9Q64OK",Twitter for iPhone,223,0
2020/8/4,1290592540157149184,Happy Founders' Day https://t.co/mjvPrZJLTL,Twitter for iPhone,1163,8627
2020/8/3,1290432974102700038,@stonebwoyb  for registering and securing your right to vote in December. #RegisterToVote2020 https://t.co/8vXBc1wEWN,Twitter for iPhone,1345,9844
2020/8/3,1290322466762567681,"On Monday, 3rd August 2020, together with my beautiful Rebecca, I was at the Rock of Ages Registration Centre in Ky... https://t.co/WqU1nawQZU",Twitter for iPhone,1333,12285
2020/8/3,1290208866324496385,"#VWGhana
#TheChangeWeVotedFor
#4MoreForNana https://t.co/CiBJ9bIhhL",Twitter for iPhone,1090,8832
2020/8/2,1290034937848934402,"@shattawalegh, you do all!!! #KingAlready #BlackIsKing",Twitter for iPhone,7763,28909
2020/7/31,1289095709669679104,I hope that the quick response of the Police will lead to the rapid administration of justice in this unfortunate m... https://t.co/vChZEhbVMZ,Twitter for iPhone,72,998
2020/7/31,1289095708012941314,"It is vital, as the Regional Minister said, that it should not happen again, and we should all work together to ens... https://t.co/gqneys9hgz",Twitter for iPhone,77,1043
2020/7/31,1289095705165004801,"I will make an appropriate contribution to the Akua Denteh Foundation to express my own revulsion at the awful, tra... https://t.co/dnpplAyAeT",Twitter for iPhone,453,3802
2020/7/31,1289095620565913601,#EidAlAdha #EidMubarak https://t.co/5CujOoRCFa,Twitter for iPhone,881,8564
2020/7/27,1287723274764529664,"#PromiseMadePromiseFulfilled
#4MoreToDoMoreForYou https://t.co/EQZn9byuVv",ContentStudio.io,568,5469
2020/7/26,1287346349789392896,https://t.co/uKgbeoW2sF,Twitter for iPhone,1114,9990
2020/7/26,1287293372043087873,"RT @NPP_GH: #RegisterToVote2020
#4MoreToDoMoreForYou https://t.co/iaUwdvVFwN",Twitter for iPhone,90,0
2020/7/26,1287293352761843713,RT @NPP_GH: Be like Napo; register today so that you can vote in December. Remember to observe all the COVID19 safety protocol when you go...,Twitter for iPhone,82,0
2020/7/25,1287044546317160448,"RT @NPP_GH: #RegisterToVote2020
#4MoreToDoMoreForYou https://t.co/O9wy5K2l37",Twitter for iPhone,72,0
2020/7/24,1286716888957976577,"#GovtThisWeek
#TheChangeWeVotedFor
#4MoreToDoMoreForYou
#TheBattleIsStillTheLords https://t.co/KOs7AiSurp",Twitter for iPhone,212,1201
2020/7/24,1286710810551767043,"This is a demonstration of Government's commitment to empower financially the one thousand (1,000) beneficiaries of... https://t.co/QbpRhTjQ1J",Twitter for iPhone,91,734
2020/7/24,1286710808949460997,"Fifty percent (50%) of the financial support on offer are grants, whilst the other fifty percent (50%) are interest... https://t.co/dg1YQG2Tpj",Twitter for iPhone,105,778
2020/7/24,1286710806508437507,"On Friday, 24th July, 2020, I presented GHC/2 million to one thousand (1,000) disabled men entrepreneurs, under the... https://t.co/mvqcjvwbjz",Twitter for iPhone,772,6298
2020/7/24,1286695435072143363,"RT @Citi973: .@NAkufoAddo presents GHC/2M to 1,000 persons living with disability | More here: https://t.co/XUAWQeykda
#CitiNewsroom",Twitter for iPhone,138,0
2020/7/24,1286604210830749696,"#FellowGhanaians
#FightCOVID19
#ThisTooShallPass https://t.co/S4XvORMALi",Twitter for iPhone,290,1938
2020/7/24,1286568158581661696,RT @NPP_GH: Register today and have a voice in December. Remember to observe all the COVID19 safety protocol when you go out to register. #...,Twitter for iPhone,90,0
2020/7/23,1286232472968212481,https://t.co/qX2M8Ad9mL,Twitter for iPhone,361,3469
2020/7/22,1286048400421597185,"RT @NPP_GH: #RegisterToVote2020
#4MoreToDoMoreForYou https://t.co/JnodtFgYFJ",Twitter for iPhone,57,0
2020/7/22,1285879851753320448,"#FellowGhanaians
#FightCOVID19 
#ThisTooShallPass https://t.co/xIJUndScm3",Twitter for iPhone,321,2009
2020/7/22,1285840685132845056,#4MoreToDoMoreForYou https://t.co/q2iKxcVfzk,Twitter for iPhone,717,5983
2020/7/22,1285839896448466944,RT @NPP_GH: #RegisterToVote2020 #4MoreToDoMoreForYou https://t.co/7HLS89YjnJ,Twitter for iPhone,69,0
2020/7/21,1285675173736218629,"RT @NPP_GH: #RegisterToVote2020
#4MoreToDoMoreForYou https://t.co/pF8jFh6Q3j",Twitter for iPhone,55,0
2020/7/21,1285477041891160066,RT @NPP_GH: Be a proud citizen. Register to vote today. #RegisterToVote2020 #4MoreToDoMoreForYou https://t.co/8DkTRIY82S,Twitter for iPhone,100,0
2020/7/20,1285318274838925317,RT @NPP_GH: #RegisterToVote2020 #4MoreToDoMoreForYou https://t.co/aBPLrzVaG7,Twitter for iPhone,58,0
2020/7/20,1285162601937285120,"#FellowGhanaians
#FightCOVID19 
#ThisTooShallPass https://t.co/yamS9xuTUr",Twitter for iPhone,599,3579
2020/7/20,1285129305480204288,"RT @moigovgh: #FightCovid19: Yes, our recovery rates are high but don't be reckless https://t.co/5P6Z6IGApq",Twitter for iPhone,127,0
2020/7/20,1285099508985212928,RT @NPP_GH: 17 days more to the end of the voters registration exercise. You can still register now so that you can vote in December. #Regi...,Twitter for iPhone,84,0
2020/7/19,1284815222998540290,https://t.co/z98uZELxqY,Twitter for iPhone,758,6209
2020/7/19,1284759890377027584,RT @NPP_GH: She has her voter identification card now and will be able to vote in December. She has a voice. What about you? #RegisterToVot...,Twitter for iPhone,93,0
2020/7/18,1284512327077965824,"The Ghanaian people and I extend our deepest condolences to his family, and to the Government and people of the Uni... https://t.co/d70fb3UxTI",Twitter for iPhone,94,885
2020/7/18,1284512309952622592,"Ghana played host to him and a delegation from the US Congress last year, as part of activities to commemorate the... https://t.co/UVxbNQbcoT",Twitter for iPhone,75,820
2020/7/18,1284512293028495361,"He dedicated his life to helping to realise the goals of the Movement, i.e. to end legalised racial discrimination,... https://t.co/4ebK6KhoNm",Twitter for iPhone,55,413
2020/7/18,1284512277748682753,I have received the sad news of the death of one of the icons of the Civil Rights Movement in the United States of... https://t.co/mcZzcJBHr8,Twitter for iPhone,641,6781
2020/7/17,1284215958383534080,"#GovtThisWeek
#4MoreToDoMoreForYou https://t.co/jOAZGab0zp",Twitter for iPhone,450,3593
2020/7/17,1284215934195048449,"#GovtThisWeek
#4MoreToDoMoreForYou https://t.co/MssFB0RQOp",Twitter for iPhone,185,1016
2020/7/17,1284043837564911617,"RT @NPP_GH: 20 days more to register.

#RegisterToVote2020
#4MoreToDoMoreForYou https://t.co/bmbaW6CnRr",Twitter for iPhone,69,0
2020/7/16,1283855367760424961,"RT @NPP_GH: #RegisterToVote2020 
#4MoreToDoMoreForYou https://t.co/z8LnkgrSgo",Twitter for iPhone,50,0
2020/7/16,1283810150806151168,"RT @NPP_GH: #RegisterToVote2020
#4MoreToDoMoreForYou https://t.co/2RQ2SZiMeo",Twitter for iPhone,50,0
2020/7/16,1283768001439956994,"RT @NPP_GH: #RegisterToVote2020
#4MoreToDoMoreForYou https://t.co/gxNXIuRXnc",Twitter for iPhone,93,0
2020/7/15,1283376303899639810,"RT @NPP_GH: As you go out to register, please ensure that you follow all the COVID-19 safety protocols. #RegisterToVote2020 #4MoreToDoMoreF...",Twitter for iPhone,139,0
